ACCESSION_NUMBER,ID,ISSUEJURISDICTIONSECUROFFERING
0001670254-25-000535,33,NY
0001670254-25-000535,35,ND
0001670254-25-000535,37,OK
0001670254-25-000535,39,PA
0001670254-25-000535,41,SC
0001670254-25-000535,43,TN
0001670254-25-000535,45,UT
0001670254-25-000535,47,VA
0001670254-25-000535,49,WV
0001670254-25-000535,51,WY
0001670254-25-000535,53,GU
0001670254-25-000535,55,VI
0002043486-25-000002,2,AK
0002043486-25-000002,4,AR
0002043486-25-000002,6,CO
0002043486-25-000002,8,DE
0002043486-25-000002,10,FL
0002043486-25-000002,12,HI
0002043486-25-000002,14,IL
0002043486-25-000002,16,IA
0002043486-25-000002,18,KY
0002043486-25-000002,20,ME
0002043486-25-000002,22,MA
0002043486-25-000002,24,MN
0001670254-25-000536,30,NH
0001670254-25-000536,32,NM
0001670254-25-000536,34,NC
0001670254-25-000536,36,OH
0001670254-25-000536,38,OR
0001670254-25-000536,40,RI
0001670254-25-000536,42,SD
0001670254-25-000536,44,TX
0001670254-25-000536,46,VT
0001670254-25-000536,48,WA
0001670254-25-000536,50,WI
0001670254-25-000536,52,B5
0001670254-25-000536,54,PR
0001670254-25-000536,56,1V
0001670254-25-000528,2,AK
0001670254-25-000528,4,AR
0001670254-25-000528,6,CO
0001670254-25-000528,8,DE
0001670254-25-000528,10,FL
0001670254-25-000528,12,HI
0001670254-25-000528,14,IL
0001670254-25-000528,16,IA
0001670254-25-000528,18,KY
0001670254-25-000528,20,ME
0001670254-25-000528,22,MA
0001670254-25-000528,24,MN
0001670254-25-000528,26,MO
0001670254-25-000528,28,NE
0001670254-25-000528,30,NH
0001670254-25-000528,32,NM
0001670254-25-000528,34,NC
0001670254-25-000528,36,OH
0001670254-25-000528,38,OR
0001670254-25-000528,40,RI
0001670254-25-000528,42,SD
0001670254-25-000528,44,TX
0001670254-25-000528,46,VT
0001670254-25-000528,48,WA
0001670254-25-000528,50,WI
0001670254-25-000528,52,B5
0001670254-25-000528,54,PR
0001670254-25-000528,56,1V
0001821982-25-000007,1,AL
0001821982-25-000007,3,AZ
0001821982-25-000007,5,CA
0001821982-25-000007,7,CT
0001821982-25-000007,9,DC
0001821982-25-000007,11,GA
0001821982-25-000007,13,ID
0001821982-25-000007,15,IN
0001670254-25-000529,39,PA
0001670254-25-000529,41,SC
0001670254-25-000529,43,TN
0001670254-25-000529,45,UT
0001670254-25-000529,47,VA
0001670254-25-000529,49,WV
0001670254-25-000529,51,WY
0001670254-25-000529,53,GU
0001670254-25-000529,55,VI
0001670254-25-000531,2,AK
0001821982-25-000007,17,KS
0001821982-25-000007,19,LA
0001821982-25-000007,21,MD
0001821982-25-000007,23,MI
0001670254-25-000531,4,AR
0001670254-25-000531,6,CO
0001670254-25-000531,8,DE
0001670254-25-000531,10,FL
0001670254-25-000531,12,HI
0001670254-25-000531,14,IL
0001670254-25-000531,16,IA
0001670254-25-000531,18,KY
0001670254-25-000531,20,ME
0001670254-25-000531,22,MA
0001670254-25-000531,24,MN
0001670254-25-000531,26,MO
0001670254-25-000531,28,NE
0001670254-25-000531,30,NH
0001670254-25-000531,32,NM
0001670254-25-000531,34,NC
0001670254-25-000531,36,OH
0001670254-25-000531,38,OR
0001670254-25-000531,40,RI
0001670254-25-000531,42,SD
0001670254-25-000531,44,TX
0001670254-25-000531,46,VT
0001670254-25-000531,48,WA
0001670254-25-000531,50,WI
0001670254-25-000531,52,B5
0001670254-25-000529,1,AL
0001670254-25-000529,3,AZ
0001670254-25-000529,5,CA
0001670254-25-000529,7,CT
0001670254-25-000529,9,DC
0001670254-25-000529,11,GA
0001670254-25-000529,13,ID
0001670254-25-000529,15,IN
0001670254-25-000529,17,KS
0001670254-25-000529,19,LA
0001670254-25-000529,21,MD
0001670254-25-000529,23,MI
0001670254-25-000529,25,MS
0001670254-25-000529,27,MT
0001670254-25-000529,29,NV
0001670254-25-000529,31,NJ
0001670254-25-000529,33,NY
0001670254-25-000529,35,ND
0001670254-25-000529,37,OK
0001670254-25-000531,54,PR
0001670254-25-000531,56,1V
0001670254-25-000534,1,AL
0001670254-25-000534,3,AZ
0001670254-25-000534,5,CA
0001670254-25-000534,7,CT
0001670254-25-000534,9,DC
0001670254-25-000534,11,GA
0001670254-25-000534,13,ID
0001670254-25-000534,15,IN
0001670254-25-000534,17,KS
0001670254-25-000534,19,LA
0001670254-25-000534,21,MD
0001670254-25-000534,23,MI
0001670254-25-000534,25,MS
0001670254-25-000534,27,MT
0001670254-25-000536,22,MA
0001670254-25-000536,24,MN
0001670254-25-000536,26,MO
0001670254-25-000536,28,NE
0001665160-25-000902,1,AL
0001665160-25-000902,52,WY
0001665160-25-000902,5,CA
0001665160-25-000902,41,RI
0001665160-25-000902,43,SD
0001665160-25-000902,45,TX
0001665160-25-000902,47,VT
0001665160-25-000902,49,WA
0001665160-25-000902,51,WI
0001665160-25-000902,7,CT
0001665160-25-000902,9,DE
0001665160-25-000902,11,GA
0001665160-25-000902,13,ID
0001665160-25-000902,15,IN
0001665160-25-000902,17,KS
0001665160-25-000902,19,LA
0001665160-25-000902,21,MD
0001665160-25-000902,23,MI
0001665160-25-000902,25,MS
0001665160-25-000902,27,MT
0001665160-25-000902,29,NV
0001665160-25-000902,31,NJ
0001665160-25-000902,33,NY
0001665160-25-000902,35,ND
0001665160-25-000902,37,OK
0001665160-25-000902,39,PA
0001665160-25-000902,2,AK
0001665160-25-000902,4,AR
0001665160-25-000902,6,CO
0001665160-25-000902,8,DC
0001665160-25-000902,10,FL
0001665160-25-000902,12,HI
0001665160-25-000902,14,IL
0001665160-25-000902,16,IA
0001665160-25-000902,18,KY
0001665160-25-000902,20,ME
0001665160-25-000902,22,MA
0001665160-25-000902,24,MN
0001665160-25-000902,26,MO
0001665160-25-000902,28,NE
0001665160-25-000902,30,NH
0001665160-25-000902,32,NM
0001665160-25-000902,34,NC
0001665160-25-000902,36,OH
0001665160-25-000902,38,OR
0001665160-25-000902,40,PR
0001665160-25-000902,42,SC
0001665160-25-000902,44,TN
0001665160-25-000902,46,UT
0001665160-25-000902,48,VA
0001665160-25-000902,50,WV
0001665160-25-000902,3,AZ
0001665160-25-000891,22,MA
0001665160-25-000891,51,WI
0001665160-25-000891,26,MO
0001665160-25-000891,28,NE
0001665160-25-000891,30,NH
0001665160-25-000891,32,NM
0001665160-25-000891,34,NC
0001665160-25-000891,36,OH
0001665160-25-000891,38,OR
0001665160-25-000891,40,PR
0001665160-25-000891,42,SC
0001665160-25-000891,44,TN
0001665160-25-000891,46,UT
0001665160-25-000891,48,VA
0001665160-25-000891,50,WV
0001665160-25-000891,52,WY
0001665160-25-000891,1,AL
0001665160-25-000891,3,AZ
0001665160-25-000891,5,CA
0001665160-25-000891,7,CT
0001665160-25-000891,9,DE
0001665160-25-000891,11,GA
0001665160-25-000891,13,ID
0001665160-25-000891,15,IN
0001665160-25-000891,18,KY
0001665160-25-000891,20,ME
0001665160-25-000891,2,AK
0001665160-25-000891,4,AR
0001665160-25-000891,6,CO
0001665160-25-000891,8,DC
0001665160-25-000891,10,FL
0001665160-25-000891,12,HI
0001665160-25-000891,14,IL
0001665160-25-000891,16,IA
0001665160-25-000891,17,KS
0001665160-25-000891,19,LA
0001665160-25-000891,21,MD
0001665160-25-000891,23,MI
0001665160-25-000891,25,MS
0001665160-25-000891,27,MT
0001665160-25-000891,29,NV
0001665160-25-000891,31,NJ
0001665160-25-000891,33,NY
0001665160-25-000891,35,ND
0001665160-25-000891,37,OK
0001665160-25-000891,39,PA
0001665160-25-000891,41,RI
0001665160-25-000891,43,SD
0001665160-25-000891,45,TX
0001665160-25-000891,47,VT
0001665160-25-000891,49,WA
0001665160-25-000891,24,MN
0001670254-25-000527,21,MD
0001670254-25-000527,23,MI
0001670254-25-000527,25,MS
0001670254-25-000527,27,MT
0001670254-25-000527,29,NV
0001670254-25-000527,31,NJ
0001670254-25-000527,33,NY
0001670254-25-000527,35,ND
0001670254-25-000527,37,OK
0001670254-25-000527,39,PA
0001670254-25-000527,41,SC
0001670254-25-000527,43,TN
0001670254-25-000527,45,UT
0001670254-25-000527,47,VA
0001670254-25-000527,49,WV
0001670254-25-000527,51,WY
0001670254-25-000527,53,GU
0001670254-25-000527,55,VI
0001670254-25-000527,2,AK
0001670254-25-000527,4,AR
0001670254-25-000527,6,CO
0001670254-25-000527,8,DE
0001670254-25-000527,10,FL
0001670254-25-000527,12,HI
0001670254-25-000527,14,IL
0001670254-25-000527,16,IA
0001670254-25-000527,18,KY
0001670254-25-000527,20,ME
0001670254-25-000527,22,MA
0001670254-25-000527,24,MN
0001670254-25-000527,26,MO
0001670254-25-000527,28,NE
0001670254-25-000527,30,NH
0001670254-25-000527,32,NM
0001670254-25-000527,34,NC
0001670254-25-000527,36,OH
0001670254-25-000527,38,OR
0001670254-25-000527,40,RI
0001670254-25-000527,42,SD
0001670254-25-000527,44,TX
0001670254-25-000527,46,VT
0001670254-25-000527,48,WA
0001670254-25-000527,50,WI
0001670254-25-000527,52,B5
0001670254-25-000527,54,PR
0001670254-25-000527,56,1V
0001670254-25-000527,1,AL
0001670254-25-000527,3,AZ
0001670254-25-000527,5,CA
0001670254-25-000527,7,CT
0001670254-25-000527,9,DC
0001670254-25-000527,11,GA
0001670254-25-000527,13,ID
0001670254-25-000527,15,IN
0001670254-25-000527,17,KS
0001670254-25-000527,19,LA
0001666102-25-000024,29,NV
0001666102-25-000024,23,MI
0001666102-25-000024,27,MT
0001666102-25-000024,30,NH
0001666102-25-000024,32,NM
0001666102-25-000024,34,NC
0001666102-25-000024,36,OH
0001666102-25-000024,38,OR
0001666102-25-000024,40,PR
0001666102-25-000024,42,SC
0001666102-25-000024,44,TN
0001666102-25-000024,46,UT
0001666102-25-000024,48,VA
0001666102-25-000024,50,WV
0001666102-25-000024,52,WY
0001666102-25-000024,2,AK
0001666102-25-000024,4,AR
0001666102-25-000024,6,CO
0001666102-25-000024,8,DE
0001666102-25-000024,10,FL
0001666102-25-000024,12,HI
0001666102-25-000024,14,IL
0001666102-25-000024,16,IA
0001666102-25-000024,18,KY
0001666102-25-000024,20,ME
0001666102-25-000024,22,MA
0001666102-25-000024,24,MN
0001666102-25-000024,26,MO
0001666102-25-000024,28,NE
0001666102-25-000024,31,NJ
0001666102-25-000024,33,NY
0001666102-25-000024,35,ND
0001666102-25-000024,37,OK
0001666102-25-000024,39,PA
0001666102-25-000024,41,RI
0001666102-25-000024,43,SD
0001666102-25-000024,45,TX
0001666102-25-000024,47,VT
0001666102-25-000024,49,WA
0001666102-25-000024,51,WI
0001666102-25-000024,1,AL
0001666102-25-000024,3,AZ
0001666102-25-000024,5,CA
0001666102-25-000024,7,CT
0001666102-25-000024,9,DC
0001666102-25-000024,11,GA
0001666102-25-000024,13,ID
0001666102-25-000024,15,IN
0001666102-25-000024,17,KS
0001666102-25-000024,19,LA
0001666102-25-000024,21,MD
0001666102-25-000024,25,MS
0001670254-25-000524,1,AL
0001670254-25-000524,3,AZ
0001670254-25-000524,5,CA
0001670254-25-000524,7,CT
0001670254-25-000524,9,DC
0001670254-25-000524,11,GA
0001670254-25-000524,13,ID
0001670254-25-000524,15,IN
0001670254-25-000524,17,KS
0001670254-25-000524,19,LA
0001670254-25-000524,21,MD
0001670254-25-000524,24,MN
0001670254-25-000524,26,MO
0001670254-25-000524,28,NE
0001670254-25-000524,30,NH
0001670254-25-000524,32,NM
0001670254-25-000524,34,NC
0001670254-25-000524,36,OH
0001670254-25-000524,38,OR
0001670254-25-000524,40,RI
0001670254-25-000524,42,SD
0001670254-25-000524,44,TX
0001670254-25-000524,46,VT
0001670254-25-000524,48,WA
0001670254-25-000524,50,WI
0001670254-25-000524,52,B5
0001670254-25-000524,54,PR
0001670254-25-000524,56,1V
0001670254-25-000524,2,AK
0001670254-25-000524,4,AR
0001670254-25-000524,35,ND
0001670254-25-000524,37,OK
0001670254-25-000524,39,PA
0001670254-25-000524,41,SC
0001670254-25-000524,43,TN
0001670254-25-000524,45,UT
0001670254-25-000524,47,VA
0001670254-25-000524,49,WV
0001670254-25-000524,51,WY
0001670254-25-000524,53,GU
0001670254-25-000524,55,VI
0001670254-25-000524,6,CO
0001670254-25-000524,8,DE
0001670254-25-000524,10,FL
0001670254-25-000524,12,HI
0001670254-25-000524,14,IL
0001670254-25-000524,16,IA
0001670254-25-000524,18,KY
0001670254-25-000524,20,ME
0001670254-25-000524,22,MA
0001670254-25-000524,23,MI
0001670254-25-000524,25,MS
0001670254-25-000524,27,MT
0001670254-25-000524,29,NV
0001670254-25-000524,31,NJ
0001670254-25-000524,33,NY
0001670254-25-000523,39,PA
0001670254-25-000523,42,SD
0001670254-25-000523,43,TN
0001670254-25-000523,45,UT
0001670254-25-000523,47,VA
0001670254-25-000523,49,WV
0001670254-25-000523,51,WY
0001670254-25-000523,53,GU
0001670254-25-000523,55,VI
0001670254-25-000523,1,AL
0001670254-25-000523,3,AZ
0001670254-25-000523,5,CA
0001670254-25-000523,7,CT
0001670254-25-000523,9,DC
0001670254-25-000523,11,GA
0001670254-25-000523,13,ID
0001670254-25-000523,15,IN
0001670254-25-000523,17,KS
0001670254-25-000523,19,LA
0001670254-25-000523,21,MD
0001670254-25-000523,23,MI
0001670254-25-000523,25,MS
0001670254-25-000523,27,MT
0001670254-25-000523,29,NV
0001670254-25-000523,31,NJ
0001670254-25-000523,33,NY
0001670254-25-000523,35,ND
0001670254-25-000523,37,OK
0001670254-25-000523,44,TX
0001670254-25-000523,46,VT
0001670254-25-000523,48,WA
0001670254-25-000523,50,WI
0001670254-25-000523,52,B5
0001670254-25-000523,54,PR
0001670254-25-000523,56,1V
0001670254-25-000523,2,AK
0001670254-25-000523,4,AR
0001670254-25-000523,6,CO
0001670254-25-000523,8,DE
0001670254-25-000523,10,FL
0001670254-25-000523,12,HI
0001670254-25-000523,14,IL
0001670254-25-000523,16,IA
0001670254-25-000523,18,KY
0001670254-25-000523,20,ME
0001670254-25-000523,22,MA
0001670254-25-000523,24,MN
0001670254-25-000523,26,MO
0001670254-25-000523,28,NE
0001670254-25-000523,30,NH
0001670254-25-000523,32,NM
0001670254-25-000523,34,NC
0001670254-25-000523,36,OH
0001670254-25-000523,38,OR
0001670254-25-000523,40,RI
0001670254-25-000523,41,SC
0001644600-25-000032,1,AL
0001644600-25-000032,52,WY
0001644600-25-000032,5,CA
0001644600-25-000032,7,CT
0001644600-25-000032,9,DC
0001644600-25-000032,11,GA
0001644600-25-000032,13,ID
0001644600-25-000032,15,IN
0001644600-25-000032,17,KS
0001644600-25-000032,19,LA
0001644600-25-000032,21,MD
0001644600-25-000032,23,MI
0001644600-25-000032,25,MS
0001644600-25-000032,27,MT
0001644600-25-000032,29,NV
0001644600-25-000032,31,NJ
0001644600-25-000032,33,NY
0001644600-25-000032,35,ND
0001644600-25-000032,37,OK
0001644600-25-000032,39,PA
0001644600-25-000032,41,RI
0001644600-25-000032,43,SD
0001644600-25-000032,45,TX
0001644600-25-000032,47,VT
0001644600-25-000032,49,WA
0001644600-25-000032,51,WI
0001644600-25-000032,2,AK
0001644600-25-000032,4,AR
0001644600-25-000032,6,CO
0001644600-25-000032,8,DE
0001644600-25-000032,10,FL
0001644600-25-000032,12,HI
0001644600-25-000032,14,IL
0001644600-25-000032,16,IA
0001644600-25-000032,18,KY
0001644600-25-000032,20,ME
0001644600-25-000032,22,MA
0001644600-25-000032,24,MN
0001644600-25-000032,26,MO
0001644600-25-000032,28,NE
0001644600-25-000032,30,NH
0001644600-25-000032,32,NM
0001644600-25-000032,34,NC
0001644600-25-000032,36,OH
0001644600-25-000032,38,OR
0001644600-25-000032,40,PR
0001644600-25-000032,42,SC
0001644600-25-000032,44,TN
0001644600-25-000032,46,UT
0001644600-25-000032,48,VA
0001644600-25-000032,50,WV
0001644600-25-000032,3,AZ
0002063878-25-000001,39,PA
0002063878-25-000001,52,WY
0002063878-25-000001,43,SD
0002063878-25-000001,45,TX
0002063878-25-000001,47,VT
0002063878-25-000001,49,WA
0002063878-25-000001,51,WI
0002063878-25-000001,1,AL
0002063878-25-000001,3,AZ
0002063878-25-000001,5,CA
0002063878-25-000001,7,CT
0002063878-25-000001,9,DC
0002063878-25-000001,11,GA
0002063878-25-000001,13,ID
0002063878-25-000001,15,IN
0002063878-25-000001,17,KS
0002063878-25-000001,19,LA
0002063878-25-000001,21,MD
0002063878-25-000001,23,MI
0002063878-25-000001,25,MS
0002063878-25-000001,27,MT
0002063878-25-000001,29,NV
0002063878-25-000001,31,NJ
0002063878-25-000001,33,NY
0002063878-25-000001,35,ND
0002063878-25-000001,37,OK
0002063878-25-000001,2,AK
0002063878-25-000001,4,AR
0002063878-25-000001,6,CO
0002063878-25-000001,8,DE
0002063878-25-000001,10,FL
0002063878-25-000001,12,HI
0002063878-25-000001,14,IL
0002063878-25-000001,16,IA
0002063878-25-000001,18,KY
0002063878-25-000001,20,ME
0002063878-25-000001,22,MA
0002063878-25-000001,24,MN
0002063878-25-000001,26,MO
0002063878-25-000001,28,NE
0002063878-25-000001,30,NH
0002063878-25-000001,32,NM
0002063878-25-000001,34,NC
0002063878-25-000001,36,OH
0002063878-25-000001,38,OR
0002063878-25-000001,40,PR
0002063878-25-000001,42,SC
0002063878-25-000001,44,TN
0002063878-25-000001,46,UT
0002063878-25-000001,48,VA
0002063878-25-000001,50,WV
0002063878-25-000001,41,RI
0001818274-25-000016,25,MS
0001818274-25-000016,48,VA
0001818274-25-000016,29,NV
0001818274-25-000016,31,NJ
0001818274-25-000016,33,NY
0001818274-25-000016,35,ND
0001818274-25-000016,37,OK
0001818274-25-000016,39,PA
0001818274-25-000016,41,RI
0001818274-25-000016,43,SD
0001818274-25-000016,45,TX
0001818274-25-000016,47,VT
0001818274-25-000016,1,AL
0001818274-25-000016,3,AZ
0001818274-25-000016,5,CA
0001818274-25-000016,7,CT
0001818274-25-000016,9,DC
0001818274-25-000016,11,GA
0001818274-25-000016,13,ID
0001818274-25-000016,15,IN
0001818274-25-000016,17,KS
0001818274-25-000016,19,LA
0001818274-25-000016,21,MD
0001818274-25-000016,23,MI
0001818274-25-000016,49,WA
0001818274-25-000016,51,WI
0001818274-25-000016,53,A0
0001818274-25-000016,55,A2
0001818274-25-000016,57,A4
0001818274-25-000016,59,A6
0001818274-25-000016,61,A8
0001818274-25-000016,63,B0
0001818274-25-000016,50,WV
0001818274-25-000016,52,WY
0001818274-25-000016,54,A1
0001818274-25-000016,56,A3
0001818274-25-000016,58,A5
0001818274-25-000016,60,A7
0001818274-25-000016,62,A9
0001818274-25-000016,64,Z4
0001818274-25-000016,2,AK
0001818274-25-000016,4,AR
0001818274-25-000016,6,CO
0001818274-25-000016,8,DE
0001818274-25-000016,10,FL
0001818274-25-000016,12,HI
0001818274-25-000016,14,IL
0001818274-25-000016,16,IA
0001818274-25-000016,18,KY
0001818274-25-000016,20,ME
0001818274-25-000016,22,MA
0001818274-25-000016,24,MN
0001818274-25-000016,26,MO
0001818274-25-000016,28,NE
0001818274-25-000016,30,NH
0001818274-25-000016,32,NM
0001818274-25-000016,34,NC
0001818274-25-000016,36,OH
0001818274-25-000016,38,OR
0001818274-25-000016,40,PR
0001818274-25-000016,42,SC
0001818274-25-000016,44,TN
0001818274-25-000016,46,UT
0001818274-25-000016,27,MT
0002063604-25-000013,16,IA
0002063604-25-000013,63,B0
0002063604-25-000013,20,ME
0002063604-25-000013,22,MA
0002063604-25-000013,24,MN
0002063604-25-000013,26,MO
0002063604-25-000013,28,NE
0002063604-25-000013,30,NH
0002063604-25-000013,32,NM
0002063604-25-000013,34,NC
0002063604-25-000013,36,OH
0002063604-25-000013,38,OR
0002063604-25-000013,40,PR
0002063604-25-000013,42,SC
0002063604-25-000013,44,TN
0002063604-25-000013,46,UT
0002063604-25-000013,48,VA
0002063604-25-000013,50,WV
0002063604-25-000013,52,WY
0002063604-25-000013,54,A1
0002063604-25-000013,56,A3
0002063604-25-000013,58,A5
0002063604-25-000013,60,A7
0002063604-25-000013,62,A9
0002063604-25-000013,64,Z4
0002063604-25-000013,1,AL
0002063604-25-000013,3,AZ
0002063604-25-000013,5,CA
0002063604-25-000013,7,CT
0002063604-25-000013,9,DC
0002063604-25-000013,11,GA
0002063604-25-000013,13,ID
0002063604-25-000013,2,AK
0002063604-25-000013,4,AR
0002063604-25-000013,6,CO
0002063604-25-000013,8,DE
0002063604-25-000013,10,FL
0002063604-25-000013,12,HI
0002063604-25-000013,14,IL
0002063604-25-000013,15,IN
0002063604-25-000013,17,KS
0002063604-25-000013,19,LA
0002063604-25-000013,21,MD
0002063604-25-000013,23,MI
0002063604-25-000013,25,MS
0002063604-25-000013,27,MT
0002063604-25-000013,29,NV
0002063604-25-000013,31,NJ
0002063604-25-000013,33,NY
0002063604-25-000013,35,ND
0002063604-25-000013,37,OK
0002063604-25-000013,39,PA
0002063604-25-000013,41,RI
0002063604-25-000013,43,SD
0002063604-25-000013,45,TX
0002063604-25-000013,47,VT
0002063604-25-000013,49,WA
0002063604-25-000013,51,WI
0002063604-25-000013,53,A0
0002063604-25-000013,55,A2
0002063604-25-000013,57,A4
0002063604-25-000013,59,A6
0002063604-25-000013,61,A8
0002063604-25-000013,18,KY
0001670254-25-000519,2,AK
0001670254-25-000519,56,1V
0001670254-25-000519,6,CO
0001670254-25-000519,8,DE
0001670254-25-000519,10,FL
0001670254-25-000519,12,HI
0001670254-25-000519,14,IL
0001670254-25-000519,16,IA
0001670254-25-000519,18,KY
0001670254-25-000519,20,ME
0001670254-25-000519,22,MA
0001670254-25-000519,24,MN
0001670254-25-000519,26,MO
0001670254-25-000519,28,NE
0001670254-25-000519,30,NH
0001670254-25-000519,32,NM
0001670254-25-000519,34,NC
0001670254-25-000519,36,OH
0001670254-25-000519,38,OR
0001670254-25-000519,40,RI
0001670254-25-000519,3,AZ
0001670254-25-000519,5,CA
0001670254-25-000519,7,CT
0001670254-25-000519,9,DC
0001670254-25-000519,11,GA
0001670254-25-000519,13,ID
0001670254-25-000519,15,IN
0001670254-25-000519,41,SC
0001670254-25-000519,43,TN
0001670254-25-000519,45,UT
0001670254-25-000519,47,VA
0001670254-25-000519,49,WV
0001670254-25-000519,51,WY
0001670254-25-000519,53,GU
0001670254-25-000519,55,VI
0001670254-25-000519,17,KS
0001670254-25-000519,19,LA
0001670254-25-000519,21,MD
0001670254-25-000519,23,MI
0001670254-25-000519,25,MS
0001670254-25-000519,27,MT
0001670254-25-000519,29,NV
0001670254-25-000519,31,NJ
0001670254-25-000519,33,NY
0001670254-25-000519,35,ND
0001670254-25-000519,37,OK
0001670254-25-000519,39,PA
0001670254-25-000519,1,AL
0001670254-25-000519,42,SD
0001670254-25-000519,44,TX
0001670254-25-000519,46,VT
0001670254-25-000519,48,WA
0001670254-25-000519,50,WI
0001670254-25-000519,52,B5
0001670254-25-000519,54,PR
0001670254-25-000519,4,AR
0001666102-25-000023,17,KS
0001666102-25-000023,19,LA
0001666102-25-000023,21,MD
0001666102-25-000023,23,MI
0001666102-25-000023,25,MS
0001666102-25-000023,27,MT
0001666102-25-000023,29,NV
0001666102-25-000023,31,NJ
0001666102-25-000023,33,NY
0001666102-25-000023,35,ND
0001666102-25-000023,37,OK
0001666102-25-000023,39,PA
0001666102-25-000023,41,RI
0001666102-25-000023,43,SD
0001666102-25-000023,45,TX
0001666102-25-000023,47,VT
0001666102-25-000023,49,WA
0001666102-25-000023,51,WI
0001666102-25-000023,1,AL
0001666102-25-000023,3,AZ
0001666102-25-000023,5,CA
0001666102-25-000023,7,CT
0001666102-25-000023,9,DC
0001666102-25-000023,11,GA
0001666102-25-000023,2,AK
0001666102-25-000023,4,AR
0001666102-25-000023,6,CO
0001666102-25-000023,8,DE
0001666102-25-000023,10,FL
0001666102-25-000023,12,HI
0001666102-25-000023,14,IL
0001666102-25-000023,16,IA
0001666102-25-000023,18,KY
0001666102-25-000023,20,ME
0001666102-25-000023,22,MA
0001666102-25-000023,24,MN
0001666102-25-000023,26,MO
0001666102-25-000023,28,NE
0001666102-25-000023,30,NH
0001666102-25-000023,32,NM
0001666102-25-000023,34,NC
0001666102-25-000023,36,OH
0001666102-25-000023,38,OR
0001666102-25-000023,40,PR
0001666102-25-000023,42,SC
0001666102-25-000023,44,TN
0001666102-25-000023,46,UT
0001666102-25-000023,48,VA
0001666102-25-000023,50,WV
0001666102-25-000023,52,WY
0001666102-25-000023,13,ID
0001666102-25-000023,15,IN
0001670254-25-000518,28,NE
0001670254-25-000518,29,NV
0001670254-25-000518,32,NM
0001670254-25-000518,34,NC
0001670254-25-000518,36,OH
0001670254-25-000518,38,OR
0001670254-25-000518,40,RI
0001670254-25-000518,42,SD
0001670254-25-000518,44,TX
0001670254-25-000518,46,VT
0001670254-25-000518,48,WA
0001670254-25-000518,50,WI
0001670254-25-000518,52,B5
0001670254-25-000518,54,PR
0001670254-25-000518,56,1V
0001670254-25-000518,2,AK
0001670254-25-000518,4,AR
0001670254-25-000518,6,CO
0001670254-25-000518,8,DE
0001670254-25-000518,10,FL
0001670254-25-000518,12,HI
0001670254-25-000518,14,IL
0001670254-25-000518,16,IA
0001670254-25-000518,18,KY
0001670254-25-000518,20,ME
0001670254-25-000518,22,MA
0001670254-25-000518,24,MN
0001670254-25-000518,26,MO
0001670254-25-000518,31,NJ
0001670254-25-000518,33,NY
0001670254-25-000518,35,ND
0001670254-25-000518,37,OK
0001670254-25-000518,39,PA
0001670254-25-000518,41,SC
0001670254-25-000518,43,TN
0001670254-25-000518,45,UT
0001670254-25-000518,47,VA
0001670254-25-000518,49,WV
0001670254-25-000518,51,WY
0001670254-25-000518,53,GU
0001670254-25-000518,55,VI
0001670254-25-000518,1,AL
0001670254-25-000518,3,AZ
0001670254-25-000518,5,CA
0001670254-25-000518,7,CT
0001670254-25-000518,9,DC
0001670254-25-000518,11,GA
0001670254-25-000518,13,ID
0001670254-25-000518,15,IN
0001670254-25-000518,17,KS
0001670254-25-000518,19,LA
0001670254-25-000518,21,MD
0001670254-25-000518,23,MI
0001670254-25-000518,25,MS
0001670254-25-000518,27,MT
0001670254-25-000518,30,NH
0001213900-25-037473,2,AK
0001213900-25-037473,51,B5
0001213900-25-037473,6,CO
0001213900-25-037473,8,DE
0001213900-25-037473,10,GA
0001213900-25-037473,12,ID
0001213900-25-037473,14,IN
0001213900-25-037473,16,KS
0001213900-25-037473,18,LA
0001213900-25-037473,20,MD
0001213900-25-037473,22,MI
0001213900-25-037473,24,MS
0001213900-25-037473,26,MT
0001213900-25-037473,28,NV
0001213900-25-037473,30,NJ
0001213900-25-037473,32,NY
0001213900-25-037473,34,ND
0001213900-25-037473,36,OK
0001213900-25-037473,38,PA
0001213900-25-037473,40,SC
0001213900-25-037473,42,TN
0001213900-25-037473,44,UT
0001213900-25-037473,46,VA
0001213900-25-037473,48,WV
0001213900-25-037473,50,WY
0001213900-25-037473,52,1V
0001213900-25-037473,35,OH
0001213900-25-037473,37,OR
0001213900-25-037473,39,RI
0001213900-25-037473,41,SD
0001213900-25-037473,43,TX
0001213900-25-037473,45,VT
0001213900-25-037473,17,KY
0001213900-25-037473,19,ME
0001213900-25-037473,21,MA
0001213900-25-037473,23,MN
0001213900-25-037473,25,MO
0001213900-25-037473,27,NE
0001213900-25-037473,29,NH
0001213900-25-037473,31,NM
0001213900-25-037473,33,NC
0001213900-25-037473,1,AL
0001213900-25-037473,3,AZ
0001213900-25-037473,5,CA
0001213900-25-037473,7,CT
0001213900-25-037473,9,FL
0001213900-25-037473,11,HI
0001213900-25-037473,13,IL
0001213900-25-037473,15,IA
0001213900-25-037473,47,WA
0001213900-25-037473,49,WI
0001213900-25-037473,4,AR
0001665160-25-000878,45,TX
0001665160-25-000878,52,WY
0001665160-25-000878,49,WA
0001665160-25-000878,51,WI
