ACCESSION_NUMBER,ID,ISSUEJURISDICTIONSECUROFFERING
0001733164-25-000004,42,SC
0001733164-25-000004,44,TN
0001733164-25-000004,51,WI
0001990151-25-000002,2,AK
0001990151-25-000002,4,AR
0001990151-25-000002,6,CO
0001990151-25-000002,8,DE
0001990151-25-000002,10,FL
0001990151-25-000002,12,HI
0001990151-25-000002,14,IL
0001990151-25-000002,16,IA
0001990151-25-000002,18,KY
0001990151-25-000002,20,ME
0001990151-25-000002,22,MA
0001990151-25-000002,24,MN
0001990151-25-000002,26,MO
0001990151-25-000002,28,NE
0001990151-25-000002,30,NH
0001990151-25-000002,32,NM
0001990151-25-000002,34,NC
0001990151-25-000002,36,OH
0001990151-25-000002,38,OR
0001990151-25-000002,40,PR
0001990151-25-000002,42,SC
0001990151-25-000002,44,TN
0001990151-25-000002,46,UT
0001990151-25-000002,48,VA
0001990151-25-000002,50,WV
0001990151-25-000002,52,WY
0001990151-25-000002,54,A1
0001990151-25-000002,56,A3
0001990151-25-000002,58,A5
0001990151-25-000002,60,A7
0001990151-25-000002,62,A9
0001990151-25-000002,64,Z4
0001990151-25-000002,33,NY
0001990151-25-000002,35,ND
0001990151-25-000002,37,OK
0001990151-25-000002,39,PA
0001990151-25-000002,41,RI
0001990151-25-000002,43,SD
0001990151-25-000002,45,TX
0001990151-25-000002,47,VT
0001990151-25-000002,49,WA
0001990151-25-000002,51,WI
0001990151-25-000002,53,A0
0001990151-25-000002,55,A2
0001990151-25-000002,57,A4
0001990151-25-000002,59,A6
0001990151-25-000002,61,A8
0001990151-25-000002,63,B0
0001990151-25-000002,1,AL
0001990151-25-000002,3,AZ
0001990151-25-000002,5,CA
0001990151-25-000002,7,CT
0001990151-25-000002,9,DC
0001990151-25-000002,11,GA
0001990151-25-000002,13,ID
0001990151-25-000002,15,IN
0001990151-25-000002,17,KS
0001990151-25-000002,19,LA
0001990151-25-000002,21,MD
0001990151-25-000002,23,MI
0001990151-25-000002,25,MS
0001990151-25-000002,27,MT
0001990151-25-000002,29,NV
0001990151-25-000002,31,NJ
0001665160-25-001246,17,KS
0001665160-25-001246,52,WY
0001665160-25-001246,21,MD
0001665160-25-001246,23,MI
0001665160-25-001246,25,MS
0001665160-25-001246,27,MT
0001665160-25-001246,29,NV
0001665160-25-001246,31,NJ
0001665160-25-001246,33,NY
0001665160-25-001246,35,ND
0001665160-25-001246,37,OK
0001665160-25-001246,39,PA
0001665160-25-001246,41,RI
0001665160-25-001246,43,SD
0001665160-25-001246,45,TX
0001665160-25-001246,47,VT
0001665160-25-001246,49,WA
0001665160-25-001246,51,WI
0001665160-25-001246,1,AL
0001665160-25-001246,3,AZ
0001665160-25-001246,5,CA
0001665160-25-001246,7,CT
0001665160-25-001246,9,DE
0001665160-25-001246,11,GA
0001665160-25-001246,13,ID
0001665160-25-001246,15,IN
0001665160-25-001246,2,AK
0001665160-25-001246,4,AR
0001665160-25-001246,6,CO
0001665160-25-001246,8,DC
0001665160-25-001246,10,FL
0001665160-25-001246,12,HI
0001665160-25-001246,14,IL
0001665160-25-001246,16,IA
0001665160-25-001246,18,KY
0001665160-25-001246,20,ME
0001665160-25-001246,22,MA
0001665160-25-001246,24,MN
0001665160-25-001246,26,MO
0001665160-25-001246,28,NE
0001665160-25-001246,30,NH
0001665160-25-001246,32,NM
0001665160-25-001246,34,NC
0001665160-25-001246,36,OH
0001665160-25-001246,38,OR
0001665160-25-001246,40,PR
0001665160-25-001246,42,SC
0001665160-25-001246,44,TN
0001665160-25-001246,46,UT
0001665160-25-001246,48,VA
0001665160-25-001246,50,WV
0001665160-25-001246,19,LA
0001665160-25-001241,1,AL
0001665160-25-001241,52,WY
0001665160-25-001241,5,CA
0001665160-25-001241,7,CT
0001665160-25-001241,9,DE
0001665160-25-001241,11,GA
0001665160-25-001241,13,ID
0001665160-25-001241,15,IN
0001665160-25-001241,17,KS
0001665160-25-001241,19,LA
0001665160-25-001241,21,MD
0001665160-25-001241,23,MI
0001665160-25-001241,25,MS
0001665160-25-001241,27,MT
0001665160-25-001241,29,NV
0001665160-25-001241,31,NJ
0001665160-25-001241,33,NY
0001665160-25-001241,35,ND
0001665160-25-001241,37,OK
0001665160-25-001241,39,PA
0001665160-25-001241,41,RI
0001665160-25-001241,43,SD
0001665160-25-001241,45,TX
0001665160-25-001241,47,VT
0001665160-25-001241,49,WA
0001665160-25-001241,51,WI
0001665160-25-001241,2,AK
0001665160-25-001241,4,AR
0001665160-25-001241,6,CO
0001665160-25-001241,8,DC
0001665160-25-001241,10,FL
0001665160-25-001241,12,HI
0001665160-25-001241,14,IL
0001665160-25-001241,16,IA
0001665160-25-001241,18,KY
0001665160-25-001241,20,ME
0001665160-25-001241,22,MA
0001665160-25-001241,24,MN
0001665160-25-001241,26,MO
0001665160-25-001241,28,NE
0001665160-25-001241,30,NH
0001665160-25-001241,32,NM
0001665160-25-001241,34,NC
0001665160-25-001241,36,OH
0001665160-25-001241,38,OR
0001665160-25-001241,40,PR
0001665160-25-001241,42,SC
0001665160-25-001241,44,TN
0001665160-25-001241,46,UT
0001665160-25-001241,48,VA
0001665160-25-001241,50,WV
0001665160-25-001241,3,AZ
0002061137-25-000004,37,OK
0002061137-25-000004,39,PA
0002061137-25-000004,41,RI
0002061137-25-000004,43,SD
0002061137-25-000004,45,TX
0002061137-25-000004,47,VT
0002061137-25-000004,26,MO
0002061137-25-000004,28,NE
0002061137-25-000004,30,NH
0002061137-25-000004,32,NM
0002061137-25-000004,34,NC
0002061137-25-000004,36,OH
0002061137-25-000004,38,OR
0002061137-25-000004,40,PR
0002061137-25-000004,42,SC
0002061137-25-000004,44,TN
0002061137-25-000004,46,UT
0002061137-25-000004,48,VA
0002061137-25-000004,50,WV
0002061137-25-000004,52,WY
0002061137-25-000004,54,A1
0002061137-25-000004,56,A3
0002061137-25-000004,58,A5
0002061137-25-000004,60,A7
0002061137-25-000004,62,A9
0002061137-25-000004,64,Z4
0001670254-25-000669,2,AK
0001670254-25-000669,4,AR
0001670254-25-000669,6,CO
0001670254-25-000669,8,DE
0001670254-25-000669,10,FL
0001670254-25-000669,12,HI
0001670254-25-000669,14,IL
0001670254-25-000669,16,IA
0001670254-25-000669,18,KY
0001670254-25-000669,20,ME
0001670254-25-000669,22,MA
0001670254-25-000669,24,MN
0001670254-25-000669,26,MO
0001670254-25-000669,28,NE
0001670254-25-000669,30,NH
0001670254-25-000669,32,NM
0001670254-25-000669,54,PR
0001670254-25-000669,55,VI
0002061137-25-000004,2,AK
0002061137-25-000004,4,AR
0002061137-25-000004,6,CO
0002061137-25-000004,8,DE
0002061137-25-000004,10,FL
0002061137-25-000004,12,HI
0002061137-25-000004,14,IL
0002061137-25-000004,16,IA
0002061137-25-000004,18,KY
0002061137-25-000004,20,ME
0002061137-25-000004,22,MA
0002061137-25-000004,24,MN
0002061137-25-000004,49,WA
0002061137-25-000004,51,WI
0002061137-25-000004,53,A0
0002061137-25-000004,55,A2
0002061137-25-000004,57,A4
0002061137-25-000004,59,A6
0002061137-25-000004,61,A8
0002061137-25-000004,63,B0
0001670254-25-000669,34,NC
0001670254-25-000669,36,OH
0001670254-25-000669,38,OR
0001670254-25-000669,40,RI
0001670254-25-000669,42,SD
0001670254-25-000669,44,TX
0001670254-25-000669,46,VT
0001670254-25-000669,48,WA
0001670254-25-000669,50,WI
0001670254-25-000669,52,B5
0001670254-25-000669,1,AL
0001670254-25-000669,3,AZ
0001670254-25-000669,5,CA
0001670254-25-000669,7,CT
0001670254-25-000669,9,DC
0001670254-25-000669,11,GA
0001670254-25-000669,13,ID
0001670254-25-000669,15,IN
0001670254-25-000669,17,KS
0001670254-25-000669,19,LA
0001670254-25-000669,21,MD
0001670254-25-000669,23,MI
0001670254-25-000669,25,MS
0001670254-25-000669,27,MT
0001670254-25-000669,29,NV
0001670254-25-000669,31,NJ
0001670254-25-000669,33,NY
0001670254-25-000669,35,ND
0001670254-25-000669,37,OK
0001670254-25-000669,39,PA
0001670254-25-000669,41,SC
0001670254-25-000669,43,TN
0001670254-25-000669,45,UT
0001670254-25-000669,47,VA
0001670254-25-000669,49,WV
0001670254-25-000669,51,WY
0001670254-25-000669,53,GU
0001670254-25-000669,56,1V
0002061137-25-000004,1,AL
0002061137-25-000004,3,AZ
0002061137-25-000004,5,CA
0002061137-25-000004,7,CT
0002061137-25-000004,9,DC
0002061137-25-000004,11,GA
0002061137-25-000004,13,ID
0002061137-25-000004,15,IN
0002061137-25-000004,17,KS
0002061137-25-000004,19,LA
0002061137-25-000004,21,MD
0002061137-25-000004,23,MI
0002061137-25-000004,25,MS
0002061137-25-000004,27,MT
0002061137-25-000004,29,NV
0002061137-25-000004,31,NJ
0002061137-25-000004,33,NY
0002061137-25-000004,35,ND
0002055971-25-000004,1,AL
0002055971-25-000004,10,FL
0002055971-25-000004,5,CA
0002055971-25-000004,7,CT
0002055971-25-000004,9,DC
0002055971-25-000004,11,GA
0002055971-25-000004,13,ID
0002055971-25-000004,15,IN
0002055971-25-000004,17,KS
0002055971-25-000004,19,LA
0002055971-25-000004,21,MD
0002055971-25-000004,23,MI
0002055971-25-000004,25,MS
0002055971-25-000004,27,MT
0002055971-25-000004,29,NV
0002055971-25-000004,31,NJ
0002055971-25-000004,33,NY
0002055971-25-000004,35,ND
0002055971-25-000004,37,OK
0002055971-25-000004,39,PA
0002055971-25-000004,41,RI
0002055971-25-000004,43,SD
0002055971-25-000004,45,TX
0002055971-25-000004,47,VA
0002055971-25-000004,49,WV
0002055971-25-000004,51,WY
0002055971-25-000004,12,HI
0002055971-25-000004,14,IL
0002055971-25-000004,16,IA
0002055971-25-000004,18,KY
0002055971-25-000004,20,ME
0002055971-25-000004,22,MA
0002055971-25-000004,24,MN
0002055971-25-000004,26,MO
0002055971-25-000004,28,NE
0002055971-25-000004,30,NH
0002055971-25-000004,32,NM
0002055971-25-000004,34,NC
0002055971-25-000004,36,OH
0002055971-25-000004,38,OR
0002055971-25-000004,40,PR
0002055971-25-000004,42,SC
0002055971-25-000004,44,TN
0002055971-25-000004,46,UT
0002055971-25-000004,48,WA
0002055971-25-000004,50,WI
0002055971-25-000004,2,AK
0002055971-25-000004,4,AR
0002055971-25-000004,6,CO
0002055971-25-000004,8,DE
0002055971-25-000004,3,AZ
0001846920-25-000002,1,AL
0001846920-25-000002,48,VA
0001846920-25-000002,5,CA
0001846920-25-000002,7,CT
0001846920-25-000002,9,DC
0001846920-25-000002,11,GA
0001846920-25-000002,13,ID
0001846920-25-000002,15,IN
0001846920-25-000002,17,KS
0001846920-25-000002,19,LA
0001846920-25-000002,21,MD
0001846920-25-000002,23,MI
0001846920-25-000002,25,MS
0001846920-25-000002,27,MT
0001846920-25-000002,29,NV
0001846920-25-000002,31,NJ
0001846920-25-000002,33,NY
0001846920-25-000002,35,ND
0001846920-25-000002,37,OK
0001846920-25-000002,39,PA
0001846920-25-000002,41,RI
0001846920-25-000002,43,SD
0001846920-25-000002,45,TX
0001846920-25-000002,47,VT
0001846920-25-000002,49,WA
0001846920-25-000002,51,WI
0001846920-25-000002,53,A0
0001846920-25-000002,55,A2
0001846920-25-000002,57,A4
0001846920-25-000002,59,A6
0001846920-25-000002,61,A8
0001846920-25-000002,63,B0
0001846920-25-000002,50,WV
0001846920-25-000002,52,WY
0001846920-25-000002,54,A1
0001846920-25-000002,56,A3
0001846920-25-000002,58,A5
0001846920-25-000002,60,A7
0001846920-25-000002,62,A9
0001846920-25-000002,64,Z4
0001846920-25-000002,2,AK
0001846920-25-000002,4,AR
0001846920-25-000002,6,CO
0001846920-25-000002,8,DE
0001846920-25-000002,10,FL
0001846920-25-000002,12,HI
0001846920-25-000002,14,IL
0001846920-25-000002,16,IA
0001846920-25-000002,18,KY
0001846920-25-000002,20,ME
0001846920-25-000002,22,MA
0001846920-25-000002,24,MN
0001846920-25-000002,26,MO
0001846920-25-000002,28,NE
0001846920-25-000002,30,NH
0001846920-25-000002,32,NM
0001846920-25-000002,34,NC
0001846920-25-000002,36,OH
0001846920-25-000002,38,OR
0001846920-25-000002,40,PR
0001846920-25-000002,42,SC
0001846920-25-000002,44,TN
0001846920-25-000002,46,UT
0001846920-25-000002,3,AZ
0001670254-25-000668,27,MT
0001670254-25-000668,30,NH
0001670254-25-000668,31,NJ
0001670254-25-000668,33,NY
0001670254-25-000668,35,ND
0001670254-25-000668,37,OK
0001670254-25-000668,39,PA
0001670254-25-000668,41,SC
0001670254-25-000668,43,TN
0001670254-25-000668,45,UT
0001670254-25-000668,47,VA
0001670254-25-000668,49,WV
0001670254-25-000668,51,WY
0001670254-25-000668,53,GU
0001670254-25-000668,55,VI
0001670254-25-000668,1,AL
0001670254-25-000668,3,AZ
0001670254-25-000668,5,CA
0001670254-25-000668,7,CT
0001670254-25-000668,9,DC
0001670254-25-000668,11,GA
0001670254-25-000668,13,ID
0001670254-25-000668,15,IN
0001670254-25-000668,17,KS
0001670254-25-000668,19,LA
0001670254-25-000668,21,MD
0001670254-25-000668,23,MI
0001670254-25-000668,25,MS
0001670254-25-000668,32,NM
0001670254-25-000668,34,NC
0001670254-25-000668,36,OH
0001670254-25-000668,38,OR
0001670254-25-000668,40,RI
0001670254-25-000668,42,SD
0001670254-25-000668,44,TX
0001670254-25-000668,46,VT
0001670254-25-000668,48,WA
0001670254-25-000668,50,WI
0001670254-25-000668,52,B5
0001670254-25-000668,54,PR
0001670254-25-000668,56,1V
0001670254-25-000668,2,AK
0001670254-25-000668,4,AR
0001670254-25-000668,6,CO
0001670254-25-000668,8,DE
0001670254-25-000668,10,FL
0001670254-25-000668,12,HI
0001670254-25-000668,14,IL
0001670254-25-000668,16,IA
0001670254-25-000668,18,KY
0001670254-25-000668,20,ME
0001670254-25-000668,22,MA
0001670254-25-000668,24,MN
0001670254-25-000668,26,MO
0001670254-25-000668,28,NE
0001670254-25-000668,29,NV
0002063604-25-000153,1,AL
0002063604-25-000153,3,AZ
0002063604-25-000153,5,CA
0002063604-25-000153,7,CT
0002063604-25-000153,9,DC
0002063604-25-000153,11,GA
0002063604-25-000153,13,ID
0002063604-25-000153,15,IN
0002063604-25-000153,17,KS
0002063604-25-000153,19,LA
0002063604-25-000153,21,MD
0002063604-25-000153,23,MI
0002063604-25-000153,25,MS
0002063604-25-000153,27,MT
0002063604-25-000153,29,NV
0002063604-25-000153,31,NJ
0002063604-25-000153,33,NY
0002063604-25-000153,35,ND
0002063604-25-000153,37,OK
0002063604-25-000153,39,PA
0002063604-25-000153,41,RI
0002063604-25-000153,43,SD
0002063604-25-000153,45,TX
0002063604-25-000153,47,VT
0002063604-25-000153,49,WA
0002063604-25-000153,51,WI
0002063604-25-000153,53,A0
0002063604-25-000153,55,A2
0002063604-25-000153,57,A4
0002063604-25-000153,59,A6
0002063604-25-000153,61,A8
0002063604-25-000153,63,B0
0002063604-25-000153,64,Z4
0002063604-25-000153,2,AK
0002063604-25-000153,4,AR
0002063604-25-000153,6,CO
0002063604-25-000153,8,DE
0002063604-25-000153,10,FL
0002063604-25-000153,12,HI
0002063604-25-000153,14,IL
0002063604-25-000153,16,IA
0002063604-25-000153,18,KY
0002063604-25-000153,20,ME
0002063604-25-000153,22,MA
0002063604-25-000153,26,MO
0002063604-25-000153,28,NE
0002063604-25-000153,30,NH
0002063604-25-000153,32,NM
0002063604-25-000153,34,NC
0002063604-25-000153,36,OH
0002063604-25-000153,38,OR
0002063604-25-000153,40,PR
0002063604-25-000153,24,MN
0002063604-25-000153,42,SC
0002063604-25-000153,44,TN
0002063604-25-000153,46,UT
0002063604-25-000153,48,VA
0002063604-25-000153,50,WV
0002063604-25-000153,52,WY
0002063604-25-000153,54,A1
0002063604-25-000153,56,A3
0002063604-25-000153,58,A5
0002063604-25-000153,60,A7
0002063604-25-000153,62,A9
0002063604-25-000152,19,LA
0002063604-25-000152,26,MO
0002063604-25-000152,23,MI
0002063604-25-000152,25,MS
0002063604-25-000152,27,MT
0002063604-25-000152,29,NV
0002063604-25-000152,31,NJ
0002063604-25-000152,33,NY
0002063604-25-000152,35,ND
0002063604-25-000152,37,OK
0002063604-25-000152,39,PA
0002063604-25-000152,41,RI
0002063604-25-000152,43,SD
0002063604-25-000152,45,TX
0002063604-25-000152,47,VT
0002063604-25-000152,49,WA
0002063604-25-000152,51,WI
0002063604-25-000152,53,A0
0002063604-25-000152,54,A1
0002063604-25-000152,56,A3
0002063604-25-000152,58,A5
0002063604-25-000152,60,A7
0002063604-25-000152,62,A9
0002063604-25-000152,64,Z4
0002063604-25-000152,28,NE
0002063604-25-000152,30,NH
0002063604-25-000152,32,NM
0002063604-25-000152,34,NC
0002063604-25-000152,36,OH
0002063604-25-000152,38,OR
0002063604-25-000152,40,PR
0002063604-25-000152,1,AL
0002063604-25-000152,3,AZ
0002063604-25-000152,5,CA
0002063604-25-000152,7,CT
0002063604-25-000152,9,DC
0002063604-25-000152,11,GA
0002063604-25-000152,13,ID
0002063604-25-000152,15,IN
0002063604-25-000152,17,KS
0002063604-25-000152,42,SC
0002063604-25-000152,44,TN
0002063604-25-000152,46,UT
0002063604-25-000152,48,VA
0002063604-25-000152,50,WV
0002063604-25-000152,52,WY
0002063604-25-000152,55,A2
0002063604-25-000152,57,A4
0002063604-25-000152,59,A6
0002063604-25-000152,61,A8
0002063604-25-000152,63,B0
0002063604-25-000152,2,AK
0002063604-25-000152,4,AR
0002063604-25-000152,6,CO
0002063604-25-000152,8,DE
0002063604-25-000152,10,FL
0002063604-25-000152,12,HI
0002063604-25-000152,14,IL
0002063604-25-000152,16,IA
0002063604-25-000152,18,KY
0002063604-25-000152,20,ME
0002063604-25-000152,22,MA
0002063604-25-000152,24,MN
0002063604-25-000152,21,MD
0002063604-25-000151,2,AK
0002063604-25-000151,4,AR
0002063604-25-000151,6,CO
0002063604-25-000151,8,DE
0002063604-25-000151,10,FL
0002063604-25-000151,12,HI
0002063604-25-000151,14,IL
0002063604-25-000151,16,IA
0002063604-25-000151,18,KY
0002063604-25-000151,20,ME
0002063604-25-000151,22,MA
0002063604-25-000151,24,MN
0002063604-25-000151,26,MO
0002063604-25-000151,28,NE
0002063604-25-000151,30,NH
0002063604-25-000151,32,NM
0002063604-25-000151,34,NC
0002063604-25-000151,36,OH
0002063604-25-000151,38,OR
0002063604-25-000151,40,PR
0002063604-25-000151,42,SC
0002063604-25-000151,44,TN
0002063604-25-000151,46,UT
0002063604-25-000151,48,VA
0002063604-25-000151,50,WV
0002063604-25-000151,52,WY
0002063604-25-000151,54,A1
0002063604-25-000151,56,A3
0002063604-25-000151,58,A5
0002063604-25-000151,60,A7
0002063604-25-000151,62,A9
0002063604-25-000151,64,Z4
0002063604-25-000151,49,WA
0002063604-25-000151,51,WI
0002063604-25-000151,53,A0
0002063604-25-000151,55,A2
0002063604-25-000151,1,AL
0002063604-25-000151,3,AZ
0002063604-25-000151,5,CA
0002063604-25-000151,7,CT
0002063604-25-000151,9,DC
0002063604-25-000151,11,GA
0002063604-25-000151,13,ID
0002063604-25-000151,15,IN
0002063604-25-000151,17,KS
0002063604-25-000151,19,LA
0002063604-25-000151,21,MD
0002063604-25-000151,23,MI
0002063604-25-000151,25,MS
0002063604-25-000151,27,MT
0002063604-25-000151,29,NV
0002063604-25-000151,31,NJ
0002063604-25-000151,33,NY
0002063604-25-000151,35,ND
0002063604-25-000151,37,OK
0002063604-25-000151,39,PA
0002063604-25-000151,41,RI
0002063604-25-000151,43,SD
0002063604-25-000151,45,TX
0002063604-25-000151,47,VT
0002063604-25-000151,57,A4
0002063604-25-000151,59,A6
0002063604-25-000151,61,A8
0002063604-25-000151,63,B0
0002063604-25-000150,2,AK
0002063604-25-000150,63,B0
0002063604-25-000150,6,CO
0002063604-25-000150,8,DE
0002063604-25-000150,10,FL
0002063604-25-000150,12,HI
0002063604-25-000150,14,IL
0002063604-25-000150,16,IA
0002063604-25-000150,18,KY
0002063604-25-000150,20,ME
0002063604-25-000150,22,MA
0002063604-25-000150,24,MN
0002063604-25-000150,26,MO
0002063604-25-000150,28,NE
0002063604-25-000150,30,NH
0002063604-25-000150,32,NM
0002063604-25-000150,5,CA
0002063604-25-000150,34,NC
0002063604-25-000150,36,OH
0002063604-25-000150,38,OR
0002063604-25-000150,40,PR
0002063604-25-000150,42,SC
0002063604-25-000150,44,TN
0002063604-25-000150,46,UT
0002063604-25-000150,48,VA
0002063604-25-000150,50,WV
0002063604-25-000150,52,WY
0002063604-25-000150,54,A1
0002063604-25-000150,56,A3
0002063604-25-000150,58,A5
0002063604-25-000150,60,A7
0002063604-25-000150,62,A9
0002063604-25-000150,64,Z4
0002063604-25-000150,1,AL
0002063604-25-000150,3,AZ
0002063604-25-000150,7,CT
0002063604-25-000150,9,DC
0002063604-25-000150,11,GA
0002063604-25-000150,13,ID
0002063604-25-000150,15,IN
0002063604-25-000150,17,KS
0002063604-25-000150,19,LA
0002063604-25-000150,21,MD
0002063604-25-000150,23,MI
0002063604-25-000150,25,MS
0002063604-25-000150,27,MT
0002063604-25-000150,29,NV
0002063604-25-000150,31,NJ
0002063604-25-000150,33,NY
0002063604-25-000150,35,ND
0002063604-25-000150,37,OK
0002063604-25-000150,39,PA
0002063604-25-000150,41,RI
0002063604-25-000150,43,SD
0002063604-25-000150,45,TX
0002063604-25-000150,47,VT
0002063604-25-000150,49,WA
0002063604-25-000150,51,WI
0002063604-25-000150,53,A0
0002063604-25-000150,55,A2
0002063604-25-000150,57,A4
0002063604-25-000150,59,A6
0002063604-25-000150,61,A8
0002063604-25-000150,4,AR
0002024141-25-000005,2,AK
0002024141-25-000005,64,Z4
0002024141-25-000005,6,CO
0002024141-25-000005,8,DE
0002024141-25-000005,10,FL
0002024141-25-000005,12,HI
0002024141-25-000005,14,IL
0002024141-25-000005,16,IA
0002024141-25-000005,18,KY
0002024141-25-000005,20,ME
0002024141-25-000005,22,MA
0002024141-25-000005,24,MN
0002024141-25-000005,26,MO
0002024141-25-000005,28,NE
0002024141-25-000005,30,NH
0002024141-25-000005,32,NM
0002024141-25-000005,34,NC
0002024141-25-000005,36,OH
0002024141-25-000005,38,OR
0002024141-25-000005,40,PR
0002024141-25-000005,42,SC
0002024141-25-000005,44,TN
0002024141-25-000005,46,UT
0002024141-25-000005,48,VA
0002024141-25-000005,50,WV
0002024141-25-000005,51,WI
0002024141-25-000005,52,WY
0002024141-25-000005,54,A1
0002024141-25-000005,3,AZ
0002024141-25-000005,5,CA
0002024141-25-000005,7,CT
0002024141-25-000005,9,DC
0002024141-25-000005,11,GA
0002024141-25-000005,13,ID
0002024141-25-000005,15,IN
0002024141-25-000005,17,KS
0002024141-25-000005,19,LA
0002024141-25-000005,21,MD
0002024141-25-000005,23,MI
0002024141-25-000005,25,MS
0002024141-25-000005,27,MT
0002024141-25-000005,29,NV
0002024141-25-000005,31,NJ
0002024141-25-000005,33,NY
